20,200
1,9
15,10
15,10
14,7
17,0
1,4
5,10
12,4
5,4
15,13
5,18
12,5
5,1
15,0
0,14
15,19
9,3
7,5
14,6
4,0
15,17
12,4
13,18
2,15
9,12
11,16
3,1
3,0
0,12
16,5
11,13
12,2
8,1
5,6
3,16
14,8
11,17
13,8
0,16
12,11
12,6
10,1
5,15
6,17
6,10
3,0
8,12
1,4
12,0
2,14
8,19
12,9
5,0
17,0
4,8
1,6
10,3
11,0
1,12
14,9
1,12
13,14
0,17
9,2
12,4
0,7
2,11
4,11
13,11
19,4
15,2
18,3
14,19
7,14
8,10
4,3
3,17
8,0
7,4
6,19
15,11
3,5
2,3
7,6
2,7
7,17
1,9
8,7
1,6
4,0
2,10
2,12
2,11
15,4
9,11
9,11
4,19
0,19
0,18
9,3
8,19
13,1
0,17
11,3
8,9
5,10
1,19
2,1
13,3
6,4
14,16
10,16
9,6
17,1
8,10
0,13
6,11
18,19
5,14
17,7
7,4
13,2
1,13
1,17
1,10
17,12
19,1
15,18
11,10
2,8
2,8
12,6
0,4
0,7
9,12
7,6
14,19
4,16
12,16
6,1
2,17
9,8
8,18
16,1
11,3
12,10
19,10
4,9
2,15
4,11
4,17
10,9
0,10
11,10
11,1
19,4
12,4
9,12
8,0
19,12
12,6
13,16
11,4
11,13
3,15
9,12
6,3
10,12
3,13
13,19
4,7
18,14
8,5
7,1
15,7
1,16
0,5
18,8
15,5
11,2
16,19
2,14
18,16
13,7
7,12
17,8
7,12
1,0
2,4
7,13
9,1
14,4
7,13
6,17
2,7
11,2
19,9
7,12
15,9
1,10
