50,500
41,32
11,8
49,48
35,10
34,16
33,20
6,47
19,7
22,18
17,11
15,1
27,4
40,6
26,38
40,25
49,8
40,43
17,23
16,4
46,8
48,18
49,10
1,43
32,46
23,2
18,0
31,18
9,23
2,30
34,20
45,18
42,5
38,25
19,43
36,35
2,1
12,44
48,38
44,24
48,4
0,42
18,42
2,7
11,17
31,20
33,20
41,30
40,28
7,10
16,4
15,44
4,24
8,18
16,11
6,17
47,36
0,24
29,47
19,41
49,7
31,9
30,31
48,35
12,33
5,32
38,13
18,13
19,24
14,48
34,14
0,3
16,9
49,32
6,31
8,17
35,33
35,49
8,10
45,2
2,35
5,39
17,44
33,13
13,38
24,19
0,13
9,36
49,25
30,36
1,17
37,31
33,37
0,2
5,13
33,24
30,3
32,5
9,29
37,23
41,8
10,37
24,49
37,16
46,34
7,10
21,15
15,2
32,21
20,28
36,20
47,14
10,30
27,13
7,23
49,15
23,43
28,16
36,15
0,18
1,9
4,20
23,44
17,43
38,30
16,21
0,42
45,40
13,48
14,46
31,17
11,17
37,10
47,22
18,26
30,29
38,22
5,26
31,3
4,49
8,42
10,17
41,26
24,39
29,25
18,28
29,16
34,23
19,16
22,10
12,47
47,28
41,12
19,40
39,25
38,40
23,26
36,15
47,48
10,29
45,21
0,4
42,7
14,39
20,14
24,47
27,24
18,44
38,9
12,42
41,42
42,25
20,17
20,7
34,7
21,10
1,27
32,29
41,37
43,32
37,27
13,28
40,23
42,48
9,31
35,11
49,6
49,37
5,30
12,18
16,37
41,17
36,39
39,4
9,26
29,43
28,25
10,25
13,34
41,11
20,40
37,42
15,29
13,1
46,30
12,17
6,12
1,42
5,18
46,32
8,46
17,48
41,27
20,39
48,2
6,32
6,24
13,4
36,44
41,46
40,21
30,35
12,43
37,17
45,39
47,42
19,32
5,12
49,17
41,18
30,11
23,35
3,0
39,10
13,20
49,12
4,40
39,30
44,24
40,28
18,26
4,2
19,26
13,11
31,38
11,13
45,27
35,0
25,8
32,23
28,45
16,0
39,0
43,27
6,29
21,47
23,44
2,4
34,3
43,19
22,47
17,23
20,47
11,21
0,5
48,18
31,34
18,7
33,12
41,33
47,40
47,19
40,21
41,23
44,7
48,31
29,40
9,22
8,37
9,11
40,22
41,32
1,29
34,4
34,3
45,26
38,25
47,46
18,40
25,1
41,39
23,26
2,15
7,23
19,22
0,12
30,12
29,18
0,14
45,2
42,14
30,45
18,31
38,8
14,45
34,42
12,34
19,11
3,35
36,10
9,31
0,8
47,26
23,34
5,23
42,3
24,12
12,10
19,28
45,7
14,10
24,1
35,17
25,19
31,21
27,39
43,33
35,10
28,39
20,34
7,47
23,45
13,10
28,3
46,17
20,25
46,36
29,25
32,21
15,9
34,24
20,18
23,3
13,12
36,10
17,40
39,40
20,5
45,0
4,37
15,37
37,27
34,10
29,4
41,29
35,36
24,35
7,14
37,44
38,4
14,4
27,31
33,22
40,15
31,23
14,37
14,1
42,15
21,2
36,9
5,26
43,47
27,39
13,44
16,18
36,12
1,40
4,18
35,47
47,26
22,27
42,40
12,0
18,46
13,2
28,11
33,16
37,0
27,4
31,8
28,39
15,2
31,29
42,31
48,26
44,43
29,42
26,13
29,14
21,15
4,7
6,27
17,13
31,49
48,8
17,23
40,5
34,19
2,1
26,5
19,20
34,21
21,48
26,32
36,12
3,19
45,31
27,30
28,29
23,37
41,37
6,23
21,30
0,4
44,30
38,28
0,16
26,11
33,8
40,0
4,24
1,20
47,30
49,40
22,24
44,2
35,42
24,19
29,13
34,41
20,21
39,23
33,20
16,2
48,3
20,8
6,34
4,0
24,8
34,16
49,43
34,33
49,8
14,1
29,12
14,9
16,3
15,22
1,0
5,8
16,3
23,32
37,8
18,2
1,18
17,9
19,32
33,48
36,45
39,13
4,34
24,29
38,45
31,46
48,41
35,18
42,15
31,12
36,34
22,46
46,7
25,6
6,46
25,49
4,33
39,37
46,10
39,18
7,0
1,10
38,16
23,12
28,43
0,27
22,42
23,42
15,48
1,32
44,43
31,23
35,18
