100,500
34,35
83,19
0,88
0,54
29,31
81,63
41,54
61,44
60,56
22,57
27,17
78,75
20,21
33,72
50,56
21,70
14,77
19,69
44,87
33,88
18,80
91,69
45,74
72,41
1,0
87,14
94,32
87,96
39,68
9,32
4,73
41,70
69,41
87,40
9,67
24,36
84,80
28,46
5,35
25,96
22,41
17,23
22,63
75,18
2,76
53,75
31,59
60,87
17,95
71,87
77,98
58,81
0,17
44,81
31,2
90,84
44,69
18,85
79,20
72,17
2,98
7,85
16,25
64,48
66,4
0,42
16,81
51,87
83,63
46,41
65,4
28,25
68,64
55,16
5,7
55,64
80,53
95,41
93,10
54,64
25,76
73,30
89,35
71,36
79,50
81,67
20,27
89,27
64,94
4,50
32,84
56,27
30,92
65,36
8,3
57,92
93,26
18,91
30,25
33,65
77,13
52,61
77,10
29,35
48,80
35,40
74,1
5,74
34,18
9,76
29,24
18,89
32,72
20,47
12,28
12,58
99,40
99,0
98,26
71,13
20,52
75,4
3,38
48,18
13,38
8,18
8,94
6,72
11,21
49,84
30,52
23,35
59,20
15,57
33,30
52,1
97,31
85,73
27,43
20,63
77,8
96,92
23,68
41,18
48,92
41,89
19,51
56,97
87,79
60,11
63,74
88,1
75,95
62,25
5,13
41,40
22,14
80,4
24,53
42,45
75,3
42,93
59,94
43,81
41,31
9,44
53,15
53,80
23,44
40,64
80,61
41,11
99,43
98,9
67,2
88,28
80,18
68,28
16,77
21,82
19,95
85,33
91,26
46,21
25,78
1,80
26,27
19,76
44,9
1,99
28,79
8,59
7,23
66,80
31,97
13,86
96,17
28,54
65,61
60,45
56,62
18,49
5,49
64,93
69,88
74,43
74,70
39,59
92,97
90,62
20,4
32,37
10,19
60,42
55,34
47,54
40,48
84,17
12,49
54,35
47,59
16,30
68,32
37,42
96,91
30,28
59,28
89,86
86,5
70,2
77,67
58,26
9,58
70,77
33,42
87,5
82,90
0,83
88,70
55,32
68,52
24,56
38,81
11,81
3,81
55,17
78,30
89,13
43,10
29,26
36,75
92,43
25,73
6,95
47,90
10,56
92,69
68,88
68,61
97,27
58,23
74,90
52,89
83,65
30,45
37,61
71,93
63,42
2,32
19,12
35,73
59,72
14,32
20,6
44,96
57,78
29,17
69,96
87,39
45,4
72,73
70,40
54,89
24,64
60,17
89,69
24,26
78,98
53,60
17,49
11,93
94,64
63,87
2,3
90,46
81,77
91,84
39,13
56,12
16,91
96,78
66,77
37,62
69,36
82,60
12,7
53,72
25,15
81,96
15,65
68,25
89,60
43,74
89,21
72,51
65,6
15,13
41,93
92,27
4,28
14,27
30,2
89,54
59,37
98,46
9,60
27,90
99,82
14,94
34,90
63,81
24,81
48,15
22,98
54,15
33,73
90,61
81,6
93,51
22,33
80,23
1,79
20,68
41,96
52,9
26,61
29,93
74,18
15,36
82,4
49,16
20,24
47,27
0,58
86,25
83,70
87,68
17,81
41,10
18,10
17,67
98,37
30,90
19,30
21,80
25,31
60,65
33,6
32,34
66,37
45,39
3,53
85,89
95,47
78,81
99,67
80,87
0,98
90,42
50,39
51,38
26,37
68,82
6,43
89,41
91,97
85,42
27,0
18,37
59,17
98,47
79,59
59,45
17,26
35,13
13,81
83,51
80,42
45,94
33,41
62,26
49,68
5,31
10,54
87,77
97,81
49,90
42,32
7,81
99,50
28,89
59,71
92,40
68,12
90,56
21,44
63,38
99,44
15,73
41,82
5,4
85,40
73,86
24,48
6,88
78,66
88,25
45,3
66,42
11,5
61,11
66,97
63,62
66,23
22,9
13,25
47,21
77,56
51,19
79,6
72,71
78,22
76,78
4,71
33,80
88,64
33,75
9,50
57,66
38,43
24,60
47,93
37,98
57,74
71,34
62,44
19,67
59,13
89,98
13,12
93,45
71,49
69,31
5,34
44,39
84,18
12,93
81,7
26,77
27,78
69,60
50,44
25,1
72,84
19,25
74,60
38,72
54,43
39,25
6,89
37,44
93,65
15,24
17,85
86,32
25,0
25,94
4,14
26,20
41,16
54,74
52,69
9,41
78,63
67,18
69,45
53,1
2,74
82,98
10,32
