50,200
18,16
49,9
43,17
40,32
24,16
28,12
42,43
35,27
9,7
23,33
13,49
36,19
46,17
3,46
7,47
47,10
44,26
4,21
40,44
3,6
34,6
0,38
42,47
28,42
15,0
27,22
6,15
40,8
42,46
37,48
34,21
18,20
27,42
41,14
33,43
28,43
37,11
40,13
32,9
6,8
1,33
13,42
3,45
5,38
20,32
33,40
6,38
2,6
25,47
39,38
15,39
1,44
19,21
7,26
12,26
18,39
5,11
22,39
22,14
14,13
34,37
48,39
46,12
9,25
12,9
47,9
33,39
8,9
12,25
13,21
2,43
20,14
1,32
46,30
42,11
43,26
49,2
20,30
27,41
8,11
12,47
14,45
47,1
18,32
26,19
44,0
15,38
30,34
28,6
34,17
19,4
10,2
39,16
49,21
23,37
49,18
34,47
37,5
26,7
22,44
16,26
3,12
48,29
13,11
17,8
12,35
12,20
10,39
20,1
29,30
22,34
26,14
16,5
23,38
41,32
43,24
5,13
47,26
37,17
29,18
12,29
2,14
44,5
11,25
33,19
42,15
34,38
24,19
17,6
7,4
33,47
23,19
32,46
28,31
45,21
37,3
6,43
45,18
24,5
5,31
12,21
34,0
36,0
38,0
47,15
42,14
29,12
4,9
23,16
34,8
31,30
31,14
20,31
5,6
45,13
48,17
46,3
19,48
17,12
3,19
40,24
6,47
38,25
9,24
18,25
28,20
13,30
48,35
12,3
42,19
14,15
49,1
0,17
49,24
10,33
43,4
36,32
17,34
46,4
34,25
12,49
29,10
6,34
7,16
8,28
6,1
42,26
35,19
6,0
26,31
17,9
2,11
9,28
11,34
1,19
14,27
38,31
9,5
9,49
23,14
