50,1000
41,28
26,7
46,17
26,22
9,4
17,20
11,31
18,32
9,12
36,12
33,35
2,36
47,22
28,6
36,0
38,48
5,45
4,20
35,28
6,15
33,11
29,10
38,13
24,20
12,38
44,21
48,7
27,33
39,10
13,38
41,32
38,1
4,45
44,22
19,11
0,11
17,22
22,17
30,13
33,22
29,17
22,5
35,22
15,9
0,44
28,27
26,33
18,33
36,14
14,48
9,35
40,10
42,40
14,31
38,11
42,49
45,13
6,44
2,37
36,30
29,12
3,19
17,44
47,41
2,27
48,25
46,31
13,1
32,31
31,41
5,13
42,35
46,15
5,48
12,32
23,47
40,47
48,32
25,33
9,26
3,31
7,15
10,45
13,33
17,43
2,0
41,33
19,27
22,9
40,23
4,44
14,11
3,35
44,10
1,48
18,11
5,42
31,7
33,40
15,2
20,28
21,31
12,23
49,29
34,21
0,11
30,6
23,5
5,49
2,10
18,38
5,28
47,25
30,16
39,27
5,49
32,5
8,49
2,1
5,40
38,11
29,1
7,0
49,5
27,41
7,41
12,14
33,19
0,41
27,18
41,19
14,32
20,10
48,43
49,20
20,1
20,29
41,31
11,6
45,42
31,42
47,28
5,24
36,27
35,9
31,14
2,47
5,16
25,4
48,27
48,2
49,19
26,22
44,26
5,49
19,28
20,12
35,23
19,17
38,39
6,37
30,36
18,48
35,37
20,5
49,25
14,19
21,4
1,39
30,24
36,20
47,21
26,15
49,29
19,39
13,28
8,39
16,6
20,18
13,6
21,33
28,2
15,3
37,41
27,16
13,31
46,18
3,43
2,10
11,29
23,34
13,43
36,30
17,10
46,23
35,41
7,42
42,4
30,42
45,23
42,5
30,6
33,35
2,17
9,11
8,6
35,45
14,47
2,12
14,36
38,6
46,43
45,46
15,16
27,45
15,8
12,49
28,15
5,36
27,9
7,24
1,15
4,23
7,35
34,28
25,26
34,36
42,36
12,9
12,42
15,41
32,13
25,9
27,22
14,12
15,14
29,42
35,45
18,35
18,27
41,37
27,16
23,47
6,19
23,4
13,49
9,25
37,9
48,37
31,36
2,30
6,46
36,15
49,27
9,30
5,20
16,44
19,41
1,33
36,3
21,10
43,1
40,0
32,24
13,31
25,46
28,45
19,8
44,10
20,43
14,3
23,39
33,49
44,30
7,1
40,15
41,32
47,33
14,49
14,45
10,1
19,44
32,17
20,26
22,25
4,32
13,17
36,32
29,17
31,7
18,26
30,29
20,17
26,2
16,32
19,9
26,39
20,5
35,34
43,8
30,23
49,34
47,25
17,38
27,10
1,37
8,4
19,36
40,20
39,42
39,12
45,11
6,14
8,5
39,27
17,46
46,19
13,25
8,17
29,11
24,6
12,13
21,27
25,17
30,44
46,19
12,7
21,16
27,19
36,9
32,33
27,14
13,32
20,42
1,13
48,40
38,13
21,36
32,20
34,1
16,19
16,24
41,8
10,32
27,49
34,45
44,15
9,10
37,11
44,17
26,48
11,33
10,21
14,12
43,1
29,45
34,36
41,48
3,21
29,9
40,28
31,33
44,5
3,36
4,0
33,32
18,28
3,24
1,4
47,15
17,43
30,42
38,27
33,25
46,49
23,0
9,11
21,36
22,34
18,39
9,48
2,9
6,42
37,6
15,8
2,43
33,2
16,15
17,22
20,15
44,29
29,33
35,13
36,17
41,40
13,1
12,27
43,22
17,13
1,9
48,43
21,23
43,17
10,45
12,36
20,9
14,19
43,37
23,49
23,13
30,2
30,47
37,25
13,48
10,23
35,6
13,45
5,23
22,46
19,34
20,17
33,21
47,38
45,6
45,26
22,16
9,35
36,6
46,27
45,44
31,43
44,24
14,41
30,36
3,46
43,21
28,46
43,9
28,34
3,21
3,5
2,49
12,19
13,41
29,26
16,44
28,45
14,6
7,37
40,6
19,41
31,5
9,1
6,9
16,19
49,44
5,34
43,0
0,19
0,8
8,26
38,16
37,38
17,13
32,28
24,9
30,43
22,37
25,5
41,40
21,40
49,8
32,45
2,23
16,46
14,34
42,6
19,5
0,21
38,44
23,2
23,1
39,42
24,38
45,33
5,36
48,46
9,38
8,26
38,49
43,7
34,23
39,49
15,7
0,22
44,37
10,35
2,1
38,13
36,8
4,10
22,43
6,37
13,9
29,17
21,15
29,43
29,48
40,16
42,4
15,4
10,8
32,12
44,7
5,19
27,3
21,26
43,7
35,0
23,43
17,20
6,30
20,42
7,1
28,11
22,6
29,25
39,24
3,49
15,5
30,49
47,41
38,10
2,28
44,49
37,27
25,34
11,37
21,48
26,29
35,17
19,0
5,4
6,2
48,47
32,31
14,5
12,15
23,2
24,16
8,32
17,15
32,40
42,27
44,10
19,15
32,31
7,46
32,18
46,41
10,36
11,16
46,15
38,29
23,35
15,24
24,20
49,5
42,13
3,8
4,7
34,41
41,42
14,5
25,46
10,41
43,26
32,49
8,44
46,39
38,12
11,4
1,30
37,16
33,7
15,16
0,32
13,39
29,36
38,25
10,11
15,16
0,21
25,8
4,31
26,17
23,10
42,45
42,34
17,18
35,41
6,40
35,4
35,9
34,18
15,26
19,45
45,16
38,12
29,48
36,49
8,21
36,47
15,41
41,39
2,38
14,22
18,26
44,19
20,19
20,9
49,9
45,5
13,33
38,24
19,31
18,28
13,18
12,8
10,35
13,10
4,10
9,4
23,5
6,46
33,15
21,49
12,28
21,4
2,32
27,13
10,42
33,5
29,26
48,0
29,14
23,15
16,27
42,17
12,37
28,43
16,42
10,48
41,31
19,24
15,27
46,35
24,13
19,2
47,11
47,43
28,10
16,18
8,40
40,15
42,44
27,37
30,49
27,35
45,18
28,43
48,26
19,9
26,29
14,1
31,49
44,48
33,42
37,32
28,9
12,17
25,29
43,40
43,7
35,27
48,46
23,49
2,15
24,37
12,3
1,43
20,30
30,21
11,5
19,27
10,40
33,34
15,7
25,16
42,27
27,15
0,10
14,7
31,14
18,34
41,1
15,49
11,43
33,31
37,44
32,38
14,5
45,2
17,5
22,49
2,7
6,49
45,2
35,9
34,16
21,17
35,8
9,33
46,40
10,47
10,12
48,40
47,37
5,2
22,5
38,3
49,10
24,33
42,35
28,24
41,46
8,12
26,13
26,19
21,30
40,47
44,32
40,7
46,11
46,41
47,44
6,13
34,37
23,31
5,2
40,46
35,26
47,20
39,20
37,49
7,18
34,29
40,42
24,17
38,26
37,16
8,14
8,23
3,23
28,20
38,22
3,1
30,26
27,18
27,4
10,36
34,8
2,30
48,32
9,30
29,40
47,9
2,11
37,1
32,21
21,37
26,14
9,1
40,22
37,45
3,37
47,37
9,0
29,42
8,31
44,18
22,11
44,6
25,46
26,47
22,5
49,9
15,43
31,28
45,30
24,39
38,7
35,7
7,25
49,36
48,15
22,26
11,14
40,46
38,42
29,31
31,45
18,48
17,33
45,3
45,0
48,29
48,8
4,1
48,36
40,17
18,28
31,15
49,21
40,46
20,48
16,28
36,11
37,3
30,1
16,18
42,40
27,40
36,29
17,30
18,8
49,1
10,2
40,39
0,20
7,42
40,23
27,25
32,45
14,17
36,21
2,17
22,42
27,26
25,34
21,34
27,4
10,4
25,7
41,18
19,48
20,4
22,18
32,11
27,42
42,43
18,20
36,25
15,28
14,41
36,32
42,5
16,40
21,20
29,32
19,18
46,31
37,46
16,8
31,29
28,41
23,24
41,1
26,45
46,17
14,44
47,27
22,31
38,18
20,0
12,27
19,1
4,22
28,26
8,6
7,21
23,7
25,26
47,12
14,11
48,46
17,11
45,16
2,21
44,13
2,11
47,25
26,11
22,2
30,27
49,0
44,32
26,49
36,7
20,32
46,26
33,4
36,44
2,42
49,41
32,38
25,36
29,20
26,31
45,16
26,36
35,6
42,36
4,42
6,21
9,4
21,22
42,9
7,6
26,29
31,11
3,33
9,19
12,44
4,30
19,39
28,49
48,3
1,25
15,49
35,16
45,48
35,28
13,22
21,10
20,33
6,40
13,9
7,40
29,19
14,43
40,8
26,9
26,23
35,20
4,29
29,17
20,5
3,17
47,23
2,15
0,27
36,40
42,30
15,37
8,30
12,24
5,42
6,41
1,12
27,23
3,5
41,38
32,34
49,31
8,29
12,43
48,19
7,10
23,27
7,9
29,24
23,4
35,22
38,31
14,25
9,25
18,43
14,48
45,25
20,2
5,4
10,43
29,44
22,14
13,49
6,31
18,28
5,33
43,42
