100,120
89,98
82,96
3,8
30,63
70,75
95,14
48,81
35,77
58,83
5,94
38,5
7,76
70,64
55,65
77,54
38,60
95,99
48,66
7,58
39,68
93,17
29,52
45,23
59,52
64,32
9,28
66,95
86,55
63,25
43,81
57,7
54,97
67,62
90,19
12,70
85,56
46,61
39,79
44,60
25,58
28,55
83,98
73,49
8,38
65,22
51,74
49,68
35,49
83,12
18,83
94,4
24,26
1,88
93,43
84,68
39,72
22,9
44,62
19,13
60,50
18,51
2,90
67,8
12,41
77,29
13,20
67,81
18,59
94,45
43,86
36,78
68,28
47,46
65,89
43,50
34,0
66,82
2,3
79,65
29,53
5,16
46,86
82,47
95,49
65,79
24,93
48,11
68,69
31,5
31,11
97,28
21,3
7,71
95,47
66,55
7,3
12,50
57,98
59,77
60,29
30,96
41,18
48,58
36,43
43,1
7,70
41,11
48,84
22,33
51,46
72,30
42,15
20,67
54,90
24,4
52,76
99,14
74,87
91,98
73,12
